timestamp,value
1495756260,1.154889
1495756320,1.1211784
1495756380,1.2560208
1495756440,1.3571526
1495756500,1.323442
1495756560,0.9526254
1495756620,1.0200466
1495756680,1.2897314
1495756740,1.1885996
1495756800,1.1885996
1495756860,1.491995
1495756920,1.3571526
1495756980,1.1885996
1495757040,1.3571526
1495757100,1.2560208
1495757160,1.323442
1495757220,1.5931268
1495757280,1.1885996
1495757340,1.1211784
1495757400,0.5143876
1495757460,0.8852042
1495757520,0.986336
1495757580,0.44696638
1495757640,0.48067698
1495757700,0.8514936
1495757760,0.64923
1495757820,0.7840724
1495757880,0.8852042
1495757940,0.6829406
1495758000,1.0537572
1495758060,1.1885996
1495758120,1.2223102
1495758180,1.1885996
1495758240,1.1211784
1495758300,1.1211784
1495758360,1.491995
1495758420,1.323442
1495758480,1.323442
1495758540,1.1885996
1495758600,1.2560208
1495758660,1.4582844
1495758720,1.1885996
1495758780,1.2223102
1495758840,1.0874678
1495758900,1.1211784
1495758960,1.2560208
1495759020,1.4245738
1495759080,0.986336
1495759140,1.1211784
1495759200,1.3571526
1495759260,1.5661582
1495759320,1.2897314
1495759380,1.2223102
1495759440,1.1885996
1495759500,0.986336
1495759560,1.1885996
1495759620,1.0200466
1495759680,0.9189148
1495759740,1.2560208
1495759800,1.2223102
1495759860,1.2223102
1495759920,1.1211784
1495759980,1.0874678
1495760040,0.986336
1495760100,1.0874678
1495760160,1.1211784
1495760220,1.0537572
1495760280,1.2560208
1495760340,1.1885996
1495760400,0.986336
1495760460,1.0537572
1495760520,1.2223102
1495760580,0.9526254
1495760640,1.2223102
1495760700,1.0874678
1495760760,0.8514936
1495760820,1.0537572
1495760880,1.0537572
1495760940,0.8852042
1495761000,0.986336
1495761060,1.2560208
1495761120,1.0200466
1495761180,0.8852042
1495761240,1.154889
1495761300,1.0537572
1495761360,1.0537572
1495761420,1.0874678
1495761480,0.9526254
1495761540,1.2223102
1495761600,1.0200466
1495761660,1.1885996
1495761720,1.6268374
1495761780,1.1211784
1495761840,0.7503618
1495761900,0.986336
1495761960,0.9526254
1495762020,0.8852042
1495762080,0.8514936
1495762140,0.986336
1495762200,1.154889
1495762260,1.1885996
1495762320,0.9526254
1495762380,1.0537572
1495762440,1.2560208
1495762500,0.7166512
1495762560,0.8514936
1495762620,1.154889
1495762680,1.0200466
1495762740,0.9526254
1495762800,1.1211784
1495762860,1.0200466
1495762920,1.0537572
1495762980,0.8852042
1495763040,0.8852042
1495763100,0.7503618
1495763160,0.7503618
1495763220,1.1211784
1495763280,0.986336
1495763340,0.5818088
1495763400,0.8514936
1495763460,0.31212398
1495763520,0.7503618
1495763580,0.8514936
1495763640,0.7166512
1495763700,0.8514936
1495763760,0.8514936
1495763820,0.986336
1495763880,0.64923
1495763940,0.9526254
1495764000,0.7166512
1495764060,0.8514936
1495764120,0.8514936
1495764180,0.9189148
1495764240,0.6155194
1495764300,0.986336
1495764360,0.9189148
1495764420,0.7503618
1495764480,1.0874678
1495764540,1.154889
1495764600,1.2897314
1495764660,0.7166512
1495764720,1.0874678
1495764780,1.2223102
1495764840,1.154889
1495764900,0.042439166
1495764960,0.5143876
1495765020,0.34583458
1495765080,0.44696638
1495765140,0.64923
1495765200,0.8852042
1495765260,0.64923
1495765320,0.5480982
1495765380,0.8514936
1495765440,0.8514936
1495765500,0.7166512
1495765560,0.8852042
1495765620,1.1211784
1495765680,0.986336
1495765740,1.2223102
1495765800,1.0874678
1495765860,1.0874678
1495765920,0.986336
1495765980,1.2560208
1495766040,0.9526254
1495766100,1.2560208
1495766160,0.9189148
1495766220,1.2560208
1495766280,1.0537572
1495766340,1.0200466
1495766400,1.0874678
1495766460,1.0537572
1495766520,1.2560208
1495766580,1.2223102
1495766640,0.9189148
1495766700,1.2897314
1495766760,0.986336
1495766820,1.2560208
1495766880,1.154889
1495766940,1.0537572
1495767000,1.1211784
1495767060,1.4582844
1495767120,1.7616798
1495767180,1.2223102
1495767240,1.0200466
1495767300,1.2897314
1495767360,1.2223102
1495767420,1.2560208
1495767480,0.986336
1495767540,1.0537572
1495767600,1.1885996
1495767660,1.4245738
1495767720,1.491995
1495767780,0.8852042
1495767840,1.0537572
1495767900,1.3571526
1495767960,0.986336
1495768020,0.9189148
1495768080,1.2560208
1495768140,1.3908632
1495768200,1.0537572
1495768260,1.2897314
1495768320,1.0874678
1495768380,1.5931268
1495768440,1.323442
1495768500,1.4582844
1495768560,1.5257056
1495768620,1.491995
1495768680,0.986336
1495768740,1.2560208
1495768800,0.9526254
1495768860,1.1211784
1495768920,1.323442
1495768980,1.4582844
1495769040,1.4245738
1495769100,1.5931268
1495769160,1.4245738
1495769220,1.4582844
1495769280,0.5480982
1495769340,0.48067698
1495769400,0.7166512
1495769460,0.9189148
1495769520,0.6155194
1495769580,0.8514936
1495769640,1.1706207
1495769700,0.7840724
1495769760,1.1885996
1495769820,0.9189148
1495769880,0.9526254
1495769940,1.154889
1495770000,1.1211784
1495770060,1.2223102
1495770120,0.5233772
1495770180,1.2223102
1495770240,1.1885996
1495770300,1.0200466
1495770360,1.0874678
1495770420,1.2560208
1495770480,1.0200466
1495770540,1.7279692
1495770600,1.5594162
1495770660,1.3571526
1495770720,1.491995
1495770780,1.323442
1495770840,1.323442
1495770900,1.491995
1495770960,1.660548
1495771020,1.154889
1495771080,1.8628116
1495771140,1.154889
1495771200,1.6268374
1495771260,1.491995
1495771320,1.5257056
1495771380,1.491995
1495771440,1.0874678
1495771500,1.5931268
1495771560,1.3571526
1495771620,1.3571526
1495771680,1.3908632
1495771740,1.6268374
1495771800,1.7953904
1495771860,1.323442
1495771920,1.3571526
1495771980,1.154889
1495772040,1.491995
1495772100,1.3908632
1495772160,1.4245738
1495772220,1.4245738
1495772280,1.3571526
1495772340,1.4245738
1495772400,1.4245738
1495772460,1.5594162
1495772520,1.1211784
1495772580,1.2897314
1495772640,1.5594162
1495772700,1.4245738
1495772760,1.5594162
1495772820,1.7279692
1495772880,1.6942586
1495772940,1.2560208
1495773000,1.4582844
1495773060,1.2223102
1495773120,1.3571526
1495773180,1.5594162
1495773240,0.8514936
1495773300,0.8514936
1495773360,0.8514936
1495773420,0.6829406
1495773480,0.5818088
1495773540,0.41325578
1495773600,1.1211784
1495773660,1.0874678
1495773720,1.2223102
1495773780,1.0537572
1495773840,1.2560208
1495773900,1.2560208
1495773960,1.491995
1495774020,1.5931268
1495774080,0.9189148
1495774140,1.491995
1495774200,1.660548
1495774260,1.5257056
1495774320,1.1885996
1495774380,1.6268374
1495774440,1.491995
1495774500,1.4245738
1495774560,1.4245738
1495774620,1.4582844
1495774680,1.491995
1495774740,1.5594162
1495774800,1.4245738
1495774860,1.2560208
1495774920,1.1885996
1495774980,1.2223102
1495775040,1.3908632
1495775100,1.5931268
1495775160,1.5257056
1495775220,1.3908632
1495775280,1.5931268
1495775340,1.5594162
1495775400,1.6942586
1495775460,1.5257056
1495775520,1.7279692
1495775580,1.660548
1495775640,1.6268374
1495775700,1.5257056
1495775760,1.5594162
1495775820,1.5931268
1495775880,1.5257056
1495775940,1.4582844
1495776000,1.7616798
1495776060,1.8628116
1495776120,1.9302329
1495776180,1.660548
1495776240,1.4245738
1495776300,1.4245738
1495776360,1.2560208
1495776420,1.4582844
1495776480,1.4245738
1495776540,1.5594162
1495776600,1.4582844
1495776660,1.491995
1495776720,1.3908632
1495776780,1.323442
1495776840,1.4245738
