timestamp,value
1505322060,-0.82376146
1505322120,-0.82376146
1505322180,-0.81507593
1505322240,-0.81507593
1505322300,-0.82376146
1505322360,-0.82376146
1505322420,-0.82376146
1505322480,-0.82376146
1505322540,-0.81507593
1505322600,-0.80639035
1505322660,-0.80639035
1505322720,-0.80639035
1505322780,-0.80639035
1505322840,-0.80639035
1505322900,-0.7977048
1505322960,-0.7977048
1505323020,-0.7977048
1505323080,-0.7977048
1505323140,-0.7977048
1505323200,-0.7977048
1505323260,-0.7890193
1505323320,-0.7890193
1505323380,-0.77164817
1505323440,-0.78033376
1505323500,-0.78033376
1505323560,-0.7890193
1505323620,-0.7890193
1505323680,-0.80639035
1505323740,-0.80639035
1505323800,-0.81507593
1505323860,-0.7977048
1505323920,-0.7890193
1505323980,-0.78033376
1505324040,-0.78033376
1505324100,-0.78033376
1505324160,-0.7890193
1505324220,-0.7890193
1505324280,-0.77164817
1505324340,-0.76296264
1505324400,-0.75427705
1505324460,-0.75427705
1505324520,-0.76296264
1505324580,-0.7890193
1505324640,-0.7890193
1505324700,-0.7890193
1505324760,-0.7890193
1505324820,-0.78033376
1505324880,-0.75427705
1505324940,-0.75427705
1505325000,-0.736906
1505325060,-0.7282204
1505325120,-0.7108493
1505325180,-0.7282204
1505325240,-0.7021638
1505325300,-0.6934782
1505325360,-0.6847927
1505325420,-0.6934782
1505325480,-0.66742164
1505325540,-0.6934782
1505325600,-0.7021638
1505325660,-0.7021638
1505325720,-0.6847927
1505325780,-0.7021638
1505325840,-0.6934782
1505325900,-0.6934782
1505325960,-0.6934782
1505326020,-0.7021638
1505326080,-0.6847927
1505326140,-0.65873605
1505326200,-0.65005046
1505326260,-0.641365
1505326320,-0.6500505
1505326380,-0.6500505
1505326440,-0.6326794
1505326500,-0.65005046
1505326560,-0.65005046
1505326620,-0.6239939
1505326680,-0.6239939
1505326740,-0.58056617
1505326800,-0.56319505
1505326860,-0.55450946
1505326920,-0.56319505
1505326980,-0.54582393
1505327040,-0.56319505
1505327100,-0.5197673
1505327160,-0.5023962
1505327220,-0.4589685
1505327280,-0.45028296
1505327340,-0.47633958
1505327400,-0.47633958
1505327460,-0.47633958
1505327520,-0.48502514
1505327580,-0.49371067
1505327640,-0.46765405
1505327700,-0.5023962
1505327760,-0.5284529
1505327820,-0.5371384
1505327880,-0.5371384
1505327940,-0.5892517
1505328000,-0.5979372
1505328060,-0.5892517
1505328120,-0.58056617
1505328180,-0.5718806
1505328240,-0.5284529
1505328300,-0.5023962
1505328360,-0.4589685
1505328420,-0.4589685
1505328480,-0.4589685
1505328540,-0.45028296
1505328600,-0.42422628
1505328660,-0.43291184
1505328720,-0.4068552
1505328780,-0.3894841
1505328840,-0.4068552
1505328900,-0.41554075
1505328960,-0.4068552
1505329020,-0.43291184
1505329080,-0.45028296
1505329140,-0.45028296
1505329200,-0.45904315
1505329260,-0.4765635
1505329320,-0.4767874
1505329380,-0.4684004
1505329440,-0.46877354
1505329500,-0.4691467
1505329560,-0.46951988
1505329620,-0.46989304
1505329680,-0.47026622
1505329740,-0.4706394
1505329800,-0.4710126
1505329860,-0.47138575
1505329920,-0.47175893
1505329980,-0.4721321
1505330040,-0.47250527
1505330100,-0.47287843
1505330160,-0.4732516
1505330220,-0.47362477
1505330280,-0.47399795
1505330340,-0.4743711
